
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Host: moses-razer

Timers On : Sat Dec 30 16:51:57 2023
Timers Off: Sat Dec 30 16:52:34 2023

Wall Time:       37.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.850u      1.067s      6.413w      3 calls
Libint2ERI::Libint2ERI              :     41.600u      4.850s     21.707w     60 calls
DFH: initialize()                   :     30.650u      5.567s      6.572w      3 calls
DFH: AO Construction                :      9.100u      0.100s      1.028w      3 calls
DFH: AO-Met. Contraction            :      3.667u      0.267s      0.393w      3 calls
HF: Form core H                     :      0.333u      0.000s      0.035w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      3 calls
HF: Guess                           :     14.700u      4.217s      4.867w      3 calls
SAD Guess                           :     14.650u      4.217s      4.861w      3 calls
HF: Form G                          :      6.033u      0.233s      0.637w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.017u      0.000s      0.000w     27 calls
JK: JK                              :      5.900u      0.217s      0.631w     27 calls
DFH: compute_JK()                   :      5.900u      0.217s      0.629w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.133u      0.000s      0.210w     27 calls
DFH: compute_K                      :      3.583u      0.183s      0.398w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.002w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.600u      0.067s      0.271w     24 calls
HF: Form C                          :      1.767u      0.017s      0.176w     24 calls
DFMP2 Singles                       :      0.050u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     35.217u      4.383s     14.570w      3 calls
DFMP2 (A|mn)                        :      6.300u      0.000s      0.633w      3 calls
DFMP2 (A|mn)C_mi                    :      0.483u      0.017s      0.045w      3 calls
DFMP2 (A|mi)C_na                    :      0.233u      0.000s      0.025w      3 calls
DFMP2 Aia Write                     :      0.133u      0.033s      0.017w      3 calls
DFMP2 Bia                           :      1.967u      0.083s      0.206w      3 calls
DFMP2 Metric                        :      1.267u      0.033s      0.131w      3 calls
DFMP2 Aia Read                      :      0.050u      0.000s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.400u      0.000s      0.041w      3 calls
DFMP2 Bia Write                     :      0.200u      0.050s      0.022w      3 calls
DFMP2 Energy                        :      1.217u      0.017s      0.124w      3 calls
DFMP2 Bia Read                      :      0.100u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.850u      1.067s      6.413w      3 calls
| Libint2ERI::Libint2ERI            :      6.750u      1.067s      4.567w      3 calls
DFH: initialize()                   :     30.650u      5.567s      6.572w      3 calls
| Libint2ERI::Libint2ERI            :     11.050u      0.617s      4.002w     21 calls
| DFH: AO Construction              :      9.100u      0.100s      1.028w      3 calls
| DFH: AO-Met. Contraction          :      3.667u      0.267s      0.393w      3 calls
HF: Form core H                     :      0.333u      0.000s      0.035w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      3 calls
HF: Guess                           :     14.700u      4.217s      4.867w      3 calls
| SAD Guess                         :     14.650u      4.217s      4.861w      3 calls
HF: Form G                          :      6.033u      0.233s      0.637w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     27 calls
| JK: JK                            :      5.900u      0.217s      0.631w     27 calls
| | DFH: compute_JK()               :      5.900u      0.217s      0.629w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.133u      0.000s      0.210w     27 calls
| | | DFH: compute_K                :      3.583u      0.183s      0.398w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.002w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.600u      0.067s      0.271w     24 calls
HF: Form C                          :      1.767u      0.017s      0.176w     24 calls
DFMP2 Singles                       :      0.050u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     35.217u      4.383s     14.570w      3 calls
| Libint2ERI::Libint2ERI            :     23.783u      3.167s     13.137w     18 calls
| DFMP2 (A|mn)                      :      6.300u      0.000s      0.633w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.483u      0.017s      0.045w      3 calls
| DFMP2 (A|mi)C_na                  :      0.233u      0.000s      0.025w      3 calls
| DFMP2 Aia Write                   :      0.133u      0.033s      0.017w      3 calls
DFMP2 Bia                           :      1.967u      0.083s      0.206w      3 calls
| DFMP2 Metric                      :      1.267u      0.033s      0.131w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.050u      0.000s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.400u      0.000s      0.041w      3 calls
| DFMP2 Bia Write                   :      0.200u      0.050s      0.022w      3 calls
DFMP2 Energy                        :      1.217u      0.017s      0.124w      3 calls
| DFMP2 Bia Read                    :      0.100u      0.000s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:52:34 2023
Timers Off: Sat Dec 30 16:53:12 2023

Wall Time:       37.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.783u      1.117s      6.444w      3 calls
Libint2ERI::Libint2ERI              :     41.233u      4.867s     21.750w     60 calls
DFH: initialize()                   :     30.350u      5.567s      6.536w      3 calls
DFH: AO Construction                :      8.917u      0.150s      1.007w      3 calls
DFH: AO-Met. Contraction            :      3.617u      0.250s      0.387w      3 calls
HF: Form core H                     :      0.350u      0.000s      0.035w      3 calls
HF: Form S/X                        :      0.200u      0.000s      0.020w      3 calls
HF: Guess                           :     14.617u      4.400s      4.908w      3 calls
SAD Guess                           :     14.567u      4.400s      4.902w      3 calls
HF: Form G                          :      5.883u      0.150s      0.616w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      5.850u      0.150s      0.610w     27 calls
DFH: compute_JK()                   :      5.817u      0.150s      0.609w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      1.983u      0.017s      0.203w     27 calls
DFH: compute_K                      :      3.650u      0.133s      0.386w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
